token_id,sentence,word,vowel,pitch,notes
520,či... či purinagunaga,purínagunaga,u,171.87,
521,či... či purinagunaga,purínagunaga,i,224.07,
522,či... či purinagunaga,purínagunaga,a,212.98,
523,či... či purinagunaga,purínagunaga,u,206.05,
524,či... či purinagunaga,purínagunaga,a,199.52,
525,či... či purinagunaga,purínagunaga,a,164.41,
526,wagraguna purina,wagraguna,a,169.12,
527,wagraguna purina,wagraguna,a,169.43,
528,wagraguna purina,wagraguna,u,172.81,
529,wagraguna purina,wagraguna,a,163.45,
530,wagraguna purina,purina,u,146.38,
531,wagraguna purina,purina,i,183.56,
532,wagraguna purina,purina,a,159.22,
533,aškuguna purina ñukunčix purinaka aštawan ña,aškuguna,a,NA,
534,aškuguna purina ñukunčix purinaka aštawan ña,aškuguna,u,154.7,
535,aškuguna purina ñukunčix purinaka aštawan ña,aškuguna,u,157.93,
536,aškuguna purina ñukunčix purinaka aštawan ña,aškuguna,a,154.07,
537,aškuguna purina ñukunčix purinaka aštawan ña,purina,u,141.66,
538,aškuguna purina ñukunčix purinaka aštawan ña,purina,i,175.21,
539,aškuguna purina ñukunčix purinaka aštawan ña,purina,a,170.76,
540,aškuguna purina ñukunčix purinaka aštawan ña,ñukunčix,u,152.05,
541,aškuguna purina ñukunčix purinaka aštawan ña,ñukunčix,u,165.79,
542,aškuguna purina ñukunčix purinaka aštawan ña,ñukunčix,i,150.07,
543,aškuguna purina ñukunčix purinaka aštawan ña,purinaka,u,149.62,
544,aškuguna purina ñukunčix purinaka aštawan ña,purinaka,i,178.44,
545,aškuguna purina ñukunčix purinaka aštawan ña,purinaka,a,170.48,
546,aškuguna purina ñukunčix purinaka aštawan ña,purinaka,a,NA,
547,aškuguna purina ñukunčix purinaka aštawan ña,aštawan,a,142.08,
548,aškuguna purina ñukunčix purinaka aštawan ña,aštawan,a,169.79,
549,aškuguna purina ñukunčix purinaka aštawan ña,aštawan,a,174.29,
550,uxtu ladomi tukuška karka,uxtu,u,165.95,
551,uxtu ladomi tukuška karka,uxtu,u,190.12,
552,uxtu ladomi tukuška karka,túkuška,u,159.87,
553,uxtu ladomi tukuška karka,túkuška,u,113.28,
554,uxtu ladomi tukuška karka,túkuška,a,138.22,
555,uxtu ladomi tukuška karka,karka,a,123.5,
556,uxtu ladomi tukuška karka,karka,a,NA,
557,uxturiška xipa,uxturiška,u,157.43,
558,uxturiška xipa,uxturiška,u,173.84,
559,uxturiška xipa,uxturiška,i,220.91,
560,uxturiška xipa,uxturiška,a,168.75,
561,uxturiška xipa,xipa,i,243.7,
562,uxturiška xipa,xipa,a,177,
563,čaypika pugru tukurka,čáypika,a,160.1,
564,čaypika pugru tukurka,čáypika,i,156.33,
565,čaypika pugru tukurka,čáypika,a,141.32,
566,čaypika pugru tukurka,pugru,u,234.19,
567,čaypika pugru tukurka,pugru,u,205.2,
568,čaypika pugru tukurka,tukurka,u,144.89,
569,čaypika pugru tukurka,tukurka,u,188.98,
570,čaypika pugru tukurka,tukurka,a,NA,
571,pugrutami purix karkanči,pugrutami,u,167.68,
572,pugrutami purix karkanči,pugrutami,u,252.79,
573,pugrutami purix karkanči,pugrutami,a,258,
574,pugrutami purix karkanči,pugrutami,i,188,
575,pugrutami purix karkanči,purix,u,159.13,
576,pugrutami purix karkanči,purix,i,140.73,
577,pugrutami purix karkanči,karkanči,a,136.67,
578,pugrutami purix karkanči,karkanči,a,123.78,
579,pugrutami purix karkanči,karkanči,i,NA,
580,kununka ninakunmi paykunaka,kununka,u,167.17,
581,kununka ninakunmi paykunaka,kununka,u,187.43,
582,kununka ninakunmi paykunaka,kununka,a,176.73,
583,kununka ninakunmi paykunaka,ninakunmi,i,182.14,
584,kununka ninakunmi paykunaka,ninakunmi,a,178.21,
585,kununka ninakunmi paykunaka,ninakunmi,u,193.66,
586,kununka ninakunmi paykunaka,ninakunmi,i,128.91,
587,kununka ninakunmi paykunaka,paykúnaka,a,134.75,
588,kununka ninakunmi paykunaka,paykúnaka,u,149.25,
589,kununka ninakunmi paykunaka,paykúnaka,a,137.99,
590,kununka ninakunmi paykunaka,paykúnaka,a,113.6,
591,kulunkus niša ninakun castellanopi,niša,i,164.97,
592,kulunkus niša ninakun castellanopi,niša,a,186.51,
593,kulunkus niša ninakun castellanopi,ninakun,i,158.24,
594,kulunkus niša ninakun castellanopi,ninakun,a,146,
595,kulunkus niša ninakun castellanopi,ninakun,u,117.95,
596,čayka,čayka,a,156.49,
597,čayka,čayka,a,128.49,
598,čay šutitaka čurinakurinmi,šútitaka,u,189.38,
599,čay šutitaka čurinakurinmi,šútitaka,i,188.43,
600,čay šutitaka čurinakurinmi,šútitaka,a,173.01,
601,čay šutitaka čurinakurinmi,šútitaka,a,149.53,
602,čay šutitaka čurinakurinmi,čurinakurinmi,u,161.77,
603,čay šutitaka čurinakurinmi,čurinakurinmi,i,162.76,
604,čay šutitaka čurinakurinmi,čurinakurinmi,a,162.99,
605,čay šutitaka čurinakurinmi,čurinakurinmi,u,205.46,
606,čay šutitaka čurinakurinmi,čurinakurinmi,i,214.35,
607,čay šutitaka čurinakurinmi,čurinakurinmi,i,189.57,
608,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,wagraguna,a,172.4,
609,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,wagraguna,a,175.17,
610,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,wagraguna,u,180.95,
611,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,wagraguna,a,172.08,
612,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,purinapi,u,163.22,
613,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,purinapi,i,173.62,
614,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,purinapi,a,181.22,
615,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,purinapi,i,76.59,
616,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,uyarixpimi,u,162.62,
617,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,uyarixpimi,a,175.29,
618,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,uyarixpimi,i,187.67,
619,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,uyarixpimi,i,210.65,
620,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,uyarixpimi,i,147.45,
621,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,čaykuna,a,151.77,
622,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,čaykuna,u,155.36,
623,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,čaykuna,a,143.33,
624,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,šutida,u,NA,
625,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,šutida,i,158.41,
626,wagraguna purinapi kulun kulun uyarixpimi čaykuna [...] šutida,šutida,a,90.13,
627,kulunkus niša,niša,i,95.79,
628,kulunkus niša,niša,a,100.74,
629,šutida nukunčiga čarinami karkanči,šutida,u,NA,
630,šutida nukunčiga čarinami karkanči,šutida,i,NA,
631,šutida nukunčiga čarinami karkanči,šutida,a,81.36,
632,šutida nukunčiga čarinami karkanči,nukunčiga,u,NA,
633,šutida nukunčiga čarinami karkanči,nukunčiga,u,172.24,
634,šutida nukunčiga čarinami karkanči,nukunčiga,i,66.75,
635,šutida nukunčiga čarinami karkanči,nukunčiga,a,64.3,
636,šutida nukunčiga čarinami karkanči,čarinami,a,163.11,
637,šutida nukunčiga čarinami karkanči,čarinami,i,175.74,
638,šutida nukunčiga čarinami karkanči,čarinami,a,182.88,
639,šutida nukunčiga čarinami karkanči,čarinami,i,NA,
640,šutida nukunčiga čarinami karkanči,karkanči,a,146.03,
641,šutida nukunčiga čarinami karkanči,karkanči,a,NA,
642,šutida nukunčiga čarinami karkanči,karkanči,i,NA,
643,čaki paso,čaki,a,NA,
644,čaki paso,čaki,i,181.89,
645,čaki pasoka karkami,čaki,a,177.75,
646,čaki pasoka karkami,čaki,i,176.06,
647,čaki pasoka karkami,karkami,a,199.29,
648,čaki pasoka karkami,karkami,a,199.66,
649,čaki pasoka karkami,karkami,i,196.07,
650,šux wasimanda,wasimanda,a,193.97,
651,šux wasimanda,wasimanda,i,196.41,
652,šux wasimanda,wasimanda,a,214.03,
653,šux wasimanda,wasimanda,a,NA,
654,uchi wasiman,uchi,u,169.3,
655,uchi wasiman,uchi,i,199,
656,uchi wasiman,wasiman,a,171.81,
657,uchi wasiman,wasiman,i,203.79,
658,uchi wasiman,wasiman,u,158.61,
659,čayangapax,čayangapax,a,157.54,
660,čayangapax,čayangapax,a,170.88,
661,čayangapax,čayangapax,a,225.15,
662,čayangapax,čayangapax,a,201.5,
663,wasiman kaparina karka,wasiman,a,198.79,
664,wasiman kaparina karka,wasiman,i,243.78,
665,wasiman kaparina karka,wasiman,a,196.79,
666,wasiman kaparina karka,kaparina,a,52.04,
667,wasiman kaparina karka,kaparina,a,54.49,
668,wasiman kaparina karka,kaparina,i,NA,
669,wasiman kaparina karka,kaparina,a,NA,
670,wasiman kaparina karka,karka,a,NA,
671,wasiman kaparina karka,karka,a,NA,
672,wasipi kaypiču kankiči niša,wasipi,a,53.56,
673,wasipi kaypiču kankiči niša,wasipi,i,242.44,
674,wasipi kaypiču kankiči niša,wasipi,i,336.64,
675,wasipi kaypiču kankiči niša,kaypiču,a,192.78,
676,wasipi kaypiču kankiči niša,kaypiču,i,208.01,
677,wasipi kaypiču kankiči niša,kaypiču,u,194.83,
678,wasipi kaypiču kankiči niša,kankiči,a,197.57,
679,wasipi kaypiču kankiči niša,kankiči,i,244.01,
680,wasipi kaypiču kankiči niša,kankiči,i,191.22,
681,wasipi kaypiču kankiči niša,niša,i,232.81,
682,wasipi kaypiču kankiči niša,niša,a,NA,
683,kaypimi kanči nixpika nirkanči ñukunčix,kaypimi,a,179.49,
684,kaypimi kanči nixpika nirkanči ñukunčix,kaypimi,i,229.93,
685,kaypimi kanči nixpika nirkanči ñukunčix,kaypimi,i,214.37,
686,kaypimi kanči nixpika nirkanči ñukunčix,kanči,a,242.4,
687,kaypimi kanči nixpika nirkanči ñukunčix,kanči,i,207.97,
688,kaypimi kanči nixpika nirkanči ñukunčix,nixpika,i,166.79,
689,kaypimi kanči nixpika nirkanči ñukunčix,nixpika,i,234.34,
690,kaypimi kanči nixpika nirkanči ñukunčix,nixpika,a,197.83,
691,kaypimi kanči nixpika nirkanči ñukunčix,nirkanči,i,160.5,
692,kaypimi kanči nixpika nirkanči ñukunčix,nirkanči,a,189.56,
693,kaypimi kanči nixpika nirkanči ñukunčix,nirkanči,i,179.53,
694,kaypimi kanči nixpika nirkanči ñukunčix,ñukunčix,u,165.15,
695,kaypimi kanči nixpika nirkanči ñukunčix,ñukunčix,u,185.53,
696,kaypimi kanči nixpika nirkanči ñukunčix,ñukunčix,i,150.6,
697,čaki pasoda mañači,čaki,a,200.22,
698,čaki pasoda mañači,čaki,i,193.42,
699,čaki pasoda mañači,mañači,a,151.28,
700,čaki pasoda mañači,mañači,a,200.57,
701,čaki pasoda mañači,mañači,i,NA,
