community,other_name_1,other_name_2,language,iso_code,glottocode,dialect,dialect_endangerment_scale,latitude,longitude
Llano Grande,Jatunpamba,,Ecuadorian Highland Kichwa,qud,cald1236,Quito; Northern,Critically Endangered,-0.12028,-78.445747
